Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2012 [YR2012],2016 [YR2016]
Population density (people per sq. km of land area),EN.POP.DNST,Turks and Caicos Islands,TCA,33.6147368421053,35.8589473684211,38.4831578947368
Population density (people per sq. km of land area),EN.POP.DNST,Tuvalu,TUV,347.466666666667,357.966666666667,374.166666666667
Population density (people per sq. km of land area),EN.POP.DNST,Uganda,UGA,157.204824583354,172.347735886695,197.723449032515
Population density (people per sq. km of land area),EN.POP.DNST,Ukraine,UKR,79.495442933094,78.7014085479528,77.6893179581902
Population density (people per sq. km of land area),EN.POP.DNST,United Arab Emirates,ARE,111.480878625739,128.718614474796,131.807659814137
Population density (people per sq. km of land area),EN.POP.DNST,United Kingdom,GBR,257.414417393461,263.30054147894,271.134481048237
Population density (people per sq. km of land area),EN.POP.DNST,United States,USA,33.5363992251367,34.3128683279001,35.3183019911625
Population density (people per sq. km of land area),EN.POP.DNST,Uruguay,URY,19.1388184207519,19.3062164324077,19.5642326591247
Population density (people per sq. km of land area),EN.POP.DNST,Uzbekistan,UZB,65.2736248236953,69.9917724494593,74.8657733897508
Population density (people per sq. km of land area),EN.POP.DNST,Vanuatu,VUT,18.8881870385562,20.4675143560295,22.8326497128794
Population density (people per sq. km of land area),EN.POP.DNST,"Venezuela, RB",VEN,31.7793877898078,33.2888713791735,33.8372870018706
Population density (people per sq. km of land area),EN.POP.DNST,Vietnam,VNM,280.879324023608,289.620043861064,301.992208211049
Population density (people per sq. km of land area),EN.POP.DNST,Virgin Islands (U.S.),VIR,309.728571428571,309.117142857143,307.171428571429
Population density (people per sq. km of land area),EN.POP.DNST,West Bank and Gaza,PSE,612.807142857143,661.129235880399,725.429900332226
Population density (people per sq. km of land area),EN.POP.DNST,"Yemen, Rep.",YEM,42.6472337443415,46.3533496221376,51.4578669242571
Population density (people per sq. km of land area),EN.POP.DNST,Zambia,ZMB,17.7768587148065,19.4583206661376,22.0120085015941
Population density (people per sq. km of land area),EN.POP.DNST,Zimbabwe,ZWE,32.381977510663,33.9023678428331,36.2682952048598
Population density (people per sq. km of land area),EN.POP.DNST,Arab World,ARB,30.8585805304216,33.0676698508134,35.9687643273844
Population density (people per sq. km of land area),EN.POP.DNST,Caribbean small states,CSS,17.1062171174509,17.469840681734,17.955751512906
Population density (people per sq. km of land area),EN.POP.DNST,Central Europe and the Baltics,CEB,94.9175806141066,94.1445062126306,93.2029953861731
Population density (people per sq. km of land area),EN.POP.DNST,Early-demographic dividend,EAR,86.5204521234066,90.4544618860741,95.6012442974214
Population density (people per sq. km of land area),EN.POP.DNST,East Asia & Pacific,EAS,89.8873096080648,91.7220917774509,94.2139504799982
Population density (people per sq. km of land area),EN.POP.DNST,East Asia & Pacific (excluding high income),EAP,122.663160761346,125.327077540813,129.017302981745
Population density (people per sq. km of land area),EN.POP.DNST,East Asia & Pacific (IDA & IBRD countries),TEA,122.047165804884,124.707794962412,128.393981707491
Population density (people per sq. km of land area),EN.POP.DNST,Euro area,EMU,125.307388744131,125.538460838468,127.146936026255
Population density (people per sq. km of land area),EN.POP.DNST,Europe & Central Asia,ECS,32.2558518488978,32.5977493394386,33.2291760040084
Population density (people per sq. km of land area),EN.POP.DNST,Europe & Central Asia (excluding high income),ECA,17.5370621188221,17.8253279006266,18.2723904247601
Population density (people per sq. km of land area),EN.POP.DNST,Europe & Central Asia (IDA & IBRD countries),TEC,19.1078066610379,19.3860918535314,19.8180999374648
Population density (people per sq. km of land area),EN.POP.DNST,European Union,EUU,118.687761890679,119.19622511137,120.607569370871
Population density (people per sq. km of land area),EN.POP.DNST,Fragile and conflict affected situations,FCS,32.4717037235725,34.8411053915513,38.1405436932336
Population density (people per sq. km of land area),EN.POP.DNST,Heavily indebted poor countries (HIPC),HPC,34.9362307275387,37.9884863072531,42.4878378477195
Population density (people per sq. km of land area),EN.POP.DNST,High income,HIC,32.734827446523,33.3069218210411,34.0968909062193
Population density (people per sq. km of land area),EN.POP.DNST,IBRD only,IBD,63.1097079626911,65.0096194049949,67.5665446980989
Population density (people per sq. km of land area),EN.POP.DNST,IDA & IBRD total,IBT,61.2684111696766,63.692365147999,67.0250185281044
Population density (people per sq. km of land area),EN.POP.DNST,IDA blend,IDB,75.7641972054226,81.3864755137438,89.2234896286322
Population density (people per sq. km of land area),EN.POP.DNST,IDA only,IDX,49.3790385111445,52.7647844285721,57.5957586155288
Population density (people per sq. km of land area),EN.POP.DNST,IDA total,IDA,55.937158957484,59.8785366523896,65.4570703601058
Population density (people per sq. km of land area),EN.POP.DNST,Late-demographic dividend,LTE,48.7116489733576,49.589800903286,50.8133128443856
Population density (people per sq. km of land area),EN.POP.DNST,Latin America & Caribbean,LCN,29.1264534853393,30.1163775064771,31.4002007478213
Population density (people per sq. km of land area),EN.POP.DNST,Latin America & Caribbean (excluding high income),LAC,29.1020894416011,30.1089540911555,31.4107726880534
Population density (people per sq. km of land area),EN.POP.DNST,Latin America & the Caribbean (IDA & IBRD countries),TLA,28.503372519351,29.5019603193463,30.7958975558868
Population density (people per sq. km of land area),EN.POP.DNST,Least developed countries: UN classification,LDC,46.0151120535008,49.3653451597916,54.2431328378037
Population density (people per sq. km of land area),EN.POP.DNST,Low & middle income,LMY,61.7100850192777,64.1642511674024,67.5393887495533
Population density (people per sq. km of land area),EN.POP.DNST,Low income,LIC,41.1956740538458,44.4542593738086,49.0879222378413
Population density (people per sq. km of land area),EN.POP.DNST,Lower middle income,LMC,131.400985248626,137.63573614723,145.957034088322
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa,MEA,33.6685474867801,35.8149282096288,38.6331304159517
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa (excluding high income),MNA,37.8301137908808,39.9251047298548,42.8506758252235
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa (IDA & IBRD countries),TMN,37.4292737806693,39.4920374140443,42.374810791177
Population density (people per sq. km of land area),EN.POP.DNST,Middle income,MIC,65.2749093039777,67.5895334621882,70.7457884522898
Population density (people per sq. km of land area),EN.POP.DNST,North America,NAC,18.6648954902862,19.1137297198431,19.6944081525416
Population density (people per sq. km of land area),EN.POP.DNST,Not classified,INX,..,..,..
Population density (people per sq. km of land area),EN.POP.DNST,OECD members,OED,35.8125428356884,36.4433824331257,37.3804682450933
Population density (people per sq. km of land area),EN.POP.DNST,Other small states,OSS,12.5167947205088,13.4077962000093,14.5400849448343
Population density (people per sq. km of land area),EN.POP.DNST,Pacific island small states,PSS,34.0547352024922,35.3381308411215,37.2010436137072
Population density (people per sq. km of land area),EN.POP.DNST,Post-demographic dividend,PST,33.9991420960324,34.3978890653201,35.0131429313055
Population density (people per sq. km of land area),EN.POP.DNST,Pre-demographic dividend,PRE,39.9839830775272,43.5971706608337,48.902542900271
Population density (people per sq. km of land area),EN.POP.DNST,Small states,SST,13.8132307760229,14.6288928793308,15.6747551810397
Population density (people per sq. km of land area),EN.POP.DNST,South Asia,SAS,338.590406937859,352.870158057242,371.189058095032
Population density (people per sq. km of land area),EN.POP.DNST,South Asia (IDA & IBRD),TSA,338.590406937859,352.870158057242,371.189058095032
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa,SSF,39.8116683600227,43.2026924413357,48.1362001614162
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa (excluding high income),SSA,39.8084206383218,43.1994709887179,48.1327854789015
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa (IDA & IBRD countries),TSS,39.8116683600227,43.2026924413357,48.1362001614162
Population density (people per sq. km of land area),EN.POP.DNST,Upper middle income,UMC,42.4754348035284,43.438701581073,44.8130886905013
Population density (people per sq. km of land area),EN.POP.DNST,World,WLD,53.7156063295107,55.650862635766,58.3104246345879
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Afghanistan,AFG,2.47000002861023,1.69200003147125,1.63399994373322
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Albania,ALB,13.673999786377,13.3760004043579,15.2200002670288
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Algeria,DZA,10.1599998474121,10.9700002670288,10.2019996643066
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,American Samoa,ASM,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Andorra,AND,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Angola,AGO,10.6090002059937,7.35900020599365,7.2810001373291
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Antigua and Barbuda,ATG,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Argentina,ARG,8.64500045776367,7.21700000762939,8.01599979400635
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Armenia,ARM,18.7399997711182,17.3099994659424,17.617000579834
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Aruba,ABW,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Australia,AUS,5.56099987030029,5.22399997711182,5.71099996566772
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Austria,AUT,5.30100011825562,4.86499977111816,6.01399993896484
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Azerbaijan,AZE,5.73999977111816,5.19000005722046,5
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Bahamas, The",BHS,14.25,14.0200004577637,12.6999998092651
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bahrain,BHR,1.06900000572205,1.20000004768372,1.01300001144409
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bangladesh,BGD,5,4.0479998588562,4.34999990463257
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Barbados,BRB,10.0200004577637,11.5900001525879,9.72000026702881
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belarus,BLR,6.09999990463257,6.03800010681152,5.84000015258789
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belgium,BEL,7.90799999237061,7.54199981689453,7.82999992370605
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belize,BLZ,10.1149997711182,14.2700004577637,7.90999984741211
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Benin,BEN,0.967000007629395,2.73499989509583,2.41899991035461
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bermuda,BMU,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bhutan,BTN,3.96000003814697,2.04999995231628,2.33899998664856
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bolivia,BOL,2.86299991607666,2.04800009727478,3.05599999427795
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bosnia and Herzegovina,BIH,24.068000793457,28.0100002288818,25.4099998474121
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Botswana,BWA,16.1690006256104,17.9130001068115,17.9489994049072
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brazil,BRA,8.52200031280518,7.19299983978271,11.6090002059937
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,British Virgin Islands,VGB,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brunei Darussalam,BRN,6.42399978637695,6.89699983596802,8.55900001525879
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bulgaria,BGR,6.81699991226196,12.2700004577637,7.57499980926514
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burkina Faso,BFA,4.39699983596802,5.80900001525879,6.36399984359741
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burundi,BDI,1.79499995708466,1.71200001239777,1.56599998474121
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cabo Verde,CPV,10.6400003433228,11.6020002365112,12.3120002746582
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cambodia,KHM,1.28100001811981,1.27900004386902,1.13100004196167
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cameroon,CMR,3.69300007820129,3.84500002861023,3.47099995613098
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Canada,CAN,8.3439998626709,7.29199981689453,6.99900007247925
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cayman Islands,CYM,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central African Republic,CAF,6.87200021743774,6.91800022125244,6.64699983596802
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chad,TCD,1.61199998855591,1.77799999713898,2.41700005531311
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Channel Islands,CHI,7.89599990844727,8.13899993896484,7.57499980926514
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chile,CHL,11.3129997253418,6.65899991989136,6.73799991607666
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,China,CHN,4.69999980926514,4.59999990463257,4.5
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Colombia,COL,12.0659999847412,9.73999977111816,8.69200038909912
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Comoros,COM,4.19700002670288,4.19899988174438,3.85199999809265
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,3.66899991035461,4.4850001335144,4.29500007629395
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,16.1000003814697,10,9.70899963378906
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Costa Rica,CRI,7.71299982070923,9.78400039672852,8.59799957275391
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,6.49300003051758,7.22300004959106,2.59899997711182
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Croatia,HRV,9.20199966430664,15.9350004196167,13.1029996871948
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cuba,CUB,1.66999995708466,3.46000003814697,2.36199998855591
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Curacao,CUW,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cyprus,CYP,5.36399984359741,11.7950000762939,12.9499998092651
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Czech Republic,CZE,6.66200017929077,6.97800016403198,3.95099997520447
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Denmark,DNK,6.00699996948242,7.52600002288818,6.18100023269653
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Djibouti,DJI,11.7170000076294,12.2889995574951,11.0459995269775
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominica,DMA,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominican Republic,DOM,5.46700000762939,6.72200012207031,7.28399991989136
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ecuador,ECU,4.60799980163574,3.23499989509583,4.59700012207031
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Egypt, Arab Rep.",EGY,9.08699989318848,12.5970001220703,12.4069995880127
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,El Salvador,SLV,7.32999992370605,3.84599995613098,4.41800022125244
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Equatorial Guinea,GNQ,8.10000038146973,8.19400024414063,9.2790002822876
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eritrea,ERI,6.83199977874756,6.92600011825562,6.68400001525879
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Estonia,EST,13.5480003356934,10.0209999084473,6.76200008392334
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eswatini,SWZ,27.753999710083,25.9839992523193,22.7180004119873
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ethiopia,ETH,2.35400009155273,2.19700002670288,1.93499994277954
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Faroe Islands,FRO,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Fiji,FJI,4.15700006484985,4.51599979400635,4.31899976730347
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Finland,FIN,8.24899959564209,7.68900012969971,8.81799983978271
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,France,FRA,8.73600006103516,9.39999961853027,10.0570001602173
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,French Polynesia,PYF,12.8520002365112,13.1829996109009,12.4119997024536
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gabon,GAB,19.2740001678467,20.1760005950928,19.6259994506836
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Gambia, The",GMB,9.62199974060059,9.41699981689453,9.43599987030029
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Georgia,GEO,18.2999992370605,17.2199993133545,13.9700002670288
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Germany,DEU,7.74200010299683,5.37900018692017,4.12200021743774
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ghana,GHA,5.17199993133545,6.00600004196167,6.76700019836426
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gibraltar,GIB,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Greece,GRC,9.61600017547607,24.4389991760254,23.5389995574951
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Greenland,GRL,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Grenada,GRD,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guam,GUM,9.30000019073486,12.1999998092651,5.40000009536743
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guatemala,GTM,3.30800008773804,2.76500010490417,2.82599997520447
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guinea,GIN,4.12799978256226,4.10300016403198,3.66799998283386
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guinea-Bissau,GNB,4.30399990081787,4.4520001411438,4.21999979019165
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guyana,GUY,11.3990001678467,11.9329996109009,12.3380002975464
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Haiti,HTI,16.2350006103516,14.1000003814697,13.6470003128052
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Honduras,HND,3.29200005531311,3.75399994850159,4.66800022125244
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Hong Kong SAR, China",HKG,5.26000022888184,3.28999996185303,3.39000010490417
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Hungary,HUN,10.0299997329712,11.0030002593994,5.11499977111816
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iceland,ISL,7.21999979019165,6,2.9779999256134
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,India,IND,2.47499990463257,2.69000005722046,2.73000001907349
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Indonesia,IDN,6.10599994659424,4.46799993515015,4.30100011825562
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Iran, Islamic Rep.",IRN,11.9700002670288,12.6300001144409,12.4300003051758
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iraq,IRQ,8.8129997253418,7.96500015258789,8.0930004119873
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ireland,IRL,12.6090002059937,15.4530000686646,8.36600017547607
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Isle of Man,IMN,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Israel,ISR,9.53400039672852,6.85699987411499,4.7979998588562
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Italy,ITA,7.74900007247925,10.6549997329712,11.6879997253418
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jamaica,JAM,11.3620004653931,13.9300003051758,13.1920003890991
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Japan,JPN,5.09999990463257,4.30000019073486,3.09999990463257
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jordan,JOR,12.8999996185303,12.1999998092651,15.2749996185303
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kazakhstan,KAZ,6.55000019073486,5.28999996185303,4.96000003814697
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kenya,KEN,9.60000038146973,9.66199970245361,9.62899971008301
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kiribati,KIR,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Korea, Dem. People’s Rep.",PRK,3.63700008392334,3.63700008392334,3.44700002670288
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Korea, Rep.",KOR,3.59999990463257,3.20000004768372,3.70000004768372
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kosovo,XKX,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kuwait,KWT,1.63999998569489,2.39800000190735,2.16000008583069
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kyrgyz Republic,KGZ,8.40999984741211,8.43000030517578,7.21000003814697
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lao PDR,LAO,0.800000011920929,0.689999997615814,0.647000014781952
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latvia,LVA,17.5149993896484,15.0469999313354,9.64299964904785
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lebanon,LBN,6.35500001907349,6.40899991989136,6.26300001144409
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lesotho,LSO,27.6569995880127,25.30299949646,24.1650009155273
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Liberia,LBR,2.24600005149841,2.26300001144409,2.15000009536743
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Libya,LBY,17.193000793457,19.0300006866455,16.2390003204346
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Liechtenstein,LIE,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lithuania,LTU,13.7849998474121,13.3649997711182,7.86199998855591
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Luxembourg,LUX,5.12200021743774,5.1399998664856,6.29099988937378
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Macao SAR, China",MAC,3.57999992370605,1.97000002861023,1.89999997615814
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Madagascar,MDG,3.51300001144409,0.598999977111816,1.75499999523163
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malawi,MWI,6.42999982833862,6.17700004577637,5.71199989318848
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malaysia,MYS,3.69000005722046,3.03999996185303,3.44000005722046
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Maldives,MDV,3.73499989509583,4.64799976348877,6.11999988555908
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mali,MLI,9.39599990844727,7.08699989318848,9.72999954223633
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malta,MLT,6.88899993896484,6.30800008773804,4.7020001411438
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Marshall Islands,MHL,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mauritania,MRT,10.7469997406006,9.86499977111816,10.3780002593994
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mauritius,MUS,7.25699996948242,7.47200012207031,6.81300020217896
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mexico,MEX,5.35599994659424,4.88700008392334,3.85899996757507
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Moldova,MDA,6.40000009536743,5.57800006866455,4.18499994277954
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Monaco,MCO,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mongolia,MNG,5.8600001335144,3.90499997138977,7.2350001335144
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Montenegro,MNE,19.0900001525879,19.9750003814697,17.7229995727539
