Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2012 [YR2012],2016 [YR2016]
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Euro area,EMU,44.90151367,45.52231156,45.99394068
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Europe & Central Asia,ECS,44.96274519,45.17641643,45.25583458
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Europe & Central Asia (excluding high income),ECA,44.70280107,44.58543965,44.28237954
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,44.7240513,44.63561987,44.34936878
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,European Union,EUU,45.08682205,45.55990227,45.88955287
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Fragile and conflict affected situations,FCS,39.17447442,38.9443266,39.09338958
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Heavily indebted poor countries (HIPC),HPC,45.33086822,45.2079482,45.43872271
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,High income,HIC,43.69431258,43.78520837,44.0381236
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,IBRD only,IBD,37.86734612,37.31046811,37.26894359
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,IDA & IBRD total,IBT,38.21129535,37.8541133,37.96414732
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,IDA blend,IDB,36.01968978,36.58827596,36.95180684
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,IDA only,IDX,41.17620393,41.45495043,42.0746795
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,IDA total,IDA,39.61253255,39.96148917,40.48809694
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Late-demographic dividend,LTE,43.9747415,43.82657966,43.74856042
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Latin America & Caribbean,LCN,40.75447628,40.93769935,41.25450385
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Latin America & Caribbean (excluding high income),LAC,40.77651869,40.92240274,41.21756594
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,40.77903378,40.97141115,41.29750885
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Least developed countries: UN classification,LDC,41.83736972,42.12630584,42.68926269
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Low & middle income,LMY,38.20376554,37.83734822,37.94409071
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Low income,LIC,45.50329183,45.47157707,45.8010331
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Lower middle income,LMC,31.20605223,30.4542794,30.92870078
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Middle East & North Africa,MEA,20.12349281,19.91351097,20.39340236
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Middle East & North Africa (excluding high income),MNA,20.26008855,19.86102638,20.16929389
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,20.2731058,19.86012612,20.16086889
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Middle income,MIC,37.48232748,37.04800095,37.07659052
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,North America,NAC,46.26050596,46.11240262,46.00461893
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Not classified,INX,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,OECD members,OED,43.45934132,43.7501855,44.03946413
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Other small states,OSS,38.40651266,37.90657977,37.69600019
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Pacific island small states,PSS,38.20724938,38.99112563,38.28931576
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Post-demographic dividend,PST,44.96615486,45.1535214,45.4857503
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Pre-demographic dividend,PRE,44.47379715,44.54811026,44.75663362
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Small states,SST,39.22895045,38.97591491,38.83885201
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,South Asia,SAS,24.42725799,22.86722054,23.75279243
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,South Asia (IDA & IBRD),TSA,24.42725799,22.86722054,23.75279243
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sub-Saharan Africa,SSF,45.95096283,46.04126448,46.28020723
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,45.95096283,46.04126448,46.28020723
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,45.95096283,46.04126448,46.28020723
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Upper middle income,UMC,42.51142026,42.43290146,42.33991662
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,World,WLD,39.21435211,38.91812462,39.03280848
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 10/02/2019,,,,,,
